taxa,PC1,PC2,PC3
Zhongdou_33,33.3708720121918,-27.9056929498431,-53.1738459789587
Qingdou,38.1656366634293,8.05398372362354,0.190744223028215
Yudou_22,-29.340311738291,-5.34473147680183,10.4844411027246
Xiaomidou,46.0916657803051,32.0838138208935,6.95605768975482
L84_2235,-76.2875418709192,15.4254469184382,-8.90080570564003
Xiaoheidou,71.6868719696634,60.0948539544435,48.6280160319064
Zheng_8516,37.5662944538971,-14.3558100438905,-40.2440961143086
Yuandou,41.5301294634885,19.0366218236653,15.0513554266336
Yudou_12,33.3317736372854,-15.4006385246743,-36.5201648187388
Ji9_3l_2,-40.9051027926264,0.0503942610481325,1.4183898137468
Bailudou,54.8201890292547,57.6875120890971,40.4968816036489
Miyangxiaozihuang,41.3755670566538,0.266855674071953,-15.2869656277638
Huaheihu,26.8444184476024,16.9789926169005,7.83787052343763
Delsoy_4710,-46.969555270639,11.1482022517513,6.86939837691229
L85_2308,-84.7711312387935,29.3535110013513,-10.0222315031978
Qisiwa,10.5179546584549,-20.8132687950325,-3.97522765213657
Liushiribaidou,56.9216205710056,22.302522905025,15.0908662091665
Pixianzhanzhuangliuyuexian,25.383852797359,-22.1037524531253,-31.3232012831816
Ludou_4,22.5195876034842,13.4951514083708,-17.4136519023786
Datianedan,34.6359286767234,-24.7945829334957,-25.1286761050737
Dongshan_69,-35.3089556515524,-27.3234126347212,38.3428644936221
Qingdou2,59.478256615716,67.8455505059385,43.9774377939156
Fendou_62,31.540880355978,25.041517811665,24.3602193953904
L88_5492,-84.5025207534474,30.5688063251081,-6.97641955316255
Lv_96150,29.3649953519293,0.68822680454434,-7.43759624208177
Shang_951099,40.680693488863,-2.17166284562614,-36.7895505693924
Delsoy_4900,-11.1456473798257,7.98918818898241,12.9702220606495
Meng_9793_1,32.0939494790033,-13.5129631042682,-39.598926794705
Xiaohuangdou,-69.7088248821247,13.5276737447202,9.22632765900662
L77_1727,-12.0429667230795,-84.4934094177814,61.2938191968653
Miyangniumaohuang,29.1717528820187,10.2813143196608,-5.16217133466618
Avery,-35.0271115996608,6.74689676080242,12.2863007493332
Jidou17,-29.8232698957405,6.24245376440517,-10.8965286583937
Lvxuan_23,62.9048344932816,46.3200584372202,17.0136922220824
Tianedan2,40.5640139037971,16.1647446178929,14.171954075996
Xiaheidou,62.3532519212138,64.4208290460864,49.1090427043332
Qing_6,16.19418463154,-27.4158938946649,-24.8876129509348
Pixiandazihuacao,42.9709014437922,-5.51584509484861,-26.7500587785726
Xiaohuangdou2,45.4665462500352,39.2538848837847,18.0669870462599
Zaoshu_6_hao,33.7712317074894,-20.1007060568859,-22.6852878681593
Lvpihuangdou,52.025451590114,24.6667028327885,22.0225402222717
Zhongnongshi_1,-2.09775913602205,-5.99123106521554,-39.3881019936008
PI_253666A,41.4962983879224,-5.19814752346071,-30.4698190811973
Verde,0.522450273682684,-37.0646843186952,-16.5275515384237
Miyangbaidou,52.2810526658084,20.5609948390643,2.21875253636971
Yuxuan_13,40.2022475182255,3.16884560945953,11.8244427003659
Huanggandou,41.3289801077947,41.9841477358313,30.5862914501878
Zhongdou_8,27.2159252146106,-26.4343581862198,-42.7430107261702
Zheng_97196,46.6725607111573,-7.0762947701142,-35.5391969128917
Huipizhiheidou,66.5045941640082,60.486991800526,53.0422344056768
L72_1078,-12.5986794697839,-81.1733263685244,62.3635234365981
Heheidou,43.303702302339,43.0134092131072,37.2446474129488
Zhonghuang_39,5.97394852336066,0.704215635260545,-17.4493477741457
Xiaobaidou_2,54.0140644124936,32.0564939481294,25.0726974054662
Xizhoujiwohuang,39.9516428150715,-5.26478762322172,-21.3639442689727
Hualvdou,32.8924963505322,-17.1084974872808,-32.7772339877175
Pixianhongmaoyou,30.2964428937341,-1.25375585658161,-27.4427664072345
Zhonghuang_4,11.8808672758697,-20.7841830505404,-22.3573192870358
Zhonghuang_10,31.5506606243626,5.98442594464297,-21.784426457648
Dadunxiaoheidou,63.8370532244282,64.7237259873863,39.7445191938791
Baiqidawandou,-3.40418340185052,-12.5969483343803,9.93092174622271
Jihuang13,-36.1782333280505,2.29419983410426,8.42631262757791
Zhongzuo_00_484,-21.3099505972787,-9.38740090909089,9.96315748531477
Zhongzuo_97_1121,-26.3018523576745,-8.62993776227606,-4.25711947737308
Jindou_13,9.39478190174614,10.2078770104585,19.6139260052181
Zhongzuo_983,24.7255929467133,-20.5091855309288,-1.52512170506931
Xiaohuangdou3,31.1974987016799,19.5914975745423,21.0139962514956
8588,38.5080711029737,12.1904015643367,3.52910431127708
L68_582,-12.4436427284744,-80.998706287675,60.7782473369078
Shengli_3,34.322481988117,-8.53112653081327,-9.14278057992965
Zhongzuo_00_683,-17.4930143602748,-3.72838160895686,8.8592036460414
L66_721,-12.7607639526367,-84.5303503853944,62.4302210306632
Zhonghuang_27,20.0226586320213,-23.2128433625067,-14.940323412475
Jian_31,15.5917097093872,-45.8160507144352,-5.86470377471379
L69_4267,-12.1832447056915,-82.1096480443493,61.2120559417489
Jidou12,26.3009555458906,-27.9223855113319,-28.0914941558603
Qingkeyuandou,18.1706760991451,-15.1481641737208,36.5908979421533
Amcor_89,-17.511157915535,-56.2120726389175,49.9604658886033
Zhongzuo_96_954,-21.2815529179942,-10.7023567989315,8.76729463641326
Maoyandou,18.8050745510445,7.99111811624789,11.0285198569778
Kenwood,-41.8916322398853,-2.0528662121033,17.4155677731671
Zhongdou_27,-38.61907847641,4.03212889534947,-25.7978225964976
L73_67,-10.0250784376201,-84.7245067616151,60.0733942323954
Tuyandou,14.0040431097457,-7.43454505245613,14.7518801426885
L84_307,-12.5335967628861,-85.1406472988705,62.9140331116434
L81_4590,-81.1228466641445,28.5500772232885,-7.12001717473661
Sprite_87,-45.0459395991596,14.3612880734978,6.21195373928115
L78_3083,-83.2883793641131,28.3191394814638,-10.0938867668681
Zhongdou_28,2.13451799620398,-22.7567577722822,6.94502254583607
Lvcaodou,35.4069640016771,11.1724692431428,-8.16101267510302
L82_1858,-76.1623392456352,22.5989647719792,-10.7954429930807
GR8836,-48.5497051952636,9.69473465877336,2.66392555983514
L74_01,-85.0586069412024,28.6245506533557,-7.27602940868765
L64_4103,-10.6888812605579,-83.8044997022185,61.9778971046286
L74_221,-83.3164240327983,29.107606211511,-7.49546898304453
Ludou_11,3.8322491716358,4.37941814869965,6.92442865080754
Fayette,-55.2228555742349,38.7851365714253,-1.5274268030247
Gnome,-52.4616365996199,3.72883503954431,1.65592479201719
Lv_75,7.4936923566157,-42.8251898337538,-20.9834858239334
Zhongpindaheidou,9.52337817604966,-44.5147086027343,-22.032638237037
Maoyandou2,47.2817464569115,19.1466320751294,3.46266966801752
Zhengzhou_135,33.6048786803242,13.4588553431003,-1.43127654381488
Elf,-61.4459476968373,18.8681845912299,-4.6117000306631
Hobbit87,-49.7642963309988,15.727884142652,-0.728402858242959
L67_1695,-12.0248496126551,-84.2412082927619,61.2111743069355
Sijiaoqi,56.8791782210209,59.2491800154292,37.0514966327767
Erliheidou,60.0876635562684,22.5293155528311,8.41979153610972
IL2,-24.2275656643093,0.869638818408777,-4.29265498973479
Dunbar,-26.3648910284881,-16.9871484409153,22.6219005253697
Yanhuang_3,39.3006827969293,19.2717964727197,14.2645775398642
Peking,67.6416217417545,59.3095322533153,40.3595499181519
Kunitz,-81.6087591908276,28.1892081273201,-6.39807046490883
Luning_1,-25.1014644440797,1.47297362629947,8.02003149812255
Chadou,58.4929094581827,26.3194721626049,17.7835153199726
L67_949,-10.5516434627793,-84.7227934009953,61.4951407140616
Wandou_15,22.4887571058854,-33.4470537368491,-47.2668810883281
He_84_5,-20.3347817482902,-11.3210807076271,-27.829813391083
Yudou_25,48.2746146573888,-8.46363006381469,-36.9649183119459
Nanguanxiaopiqing,27.4628148541036,20.7132832885356,15.7005121226221
Lu_93748_1,23.0888027985066,13.5853729596198,13.9380052079118
Dabaipi,47.7702879178314,-0.907281761649139,-31.8938362805102
Sijiaoqihuangdou,21.0914776625888,3.80334415481409,12.4191507479646
Jidou_12_2_3,11.5110101634215,-46.9009224781604,-6.90552981146859
Pingdinghei,55.3105517315306,51.3879004421241,28.168147300803
Zhonghuang_18,-34.9467792824247,3.33789812818541,-15.5932530856788
L62_906,-13.9763607960935,-80.8499922091101,59.8518319754936
Xiaoyuanhuangdou,37.7175558101734,35.1065921101483,32.7092283927475
Bendidahuangdou,27.835002918075,22.7294421030516,14.6070417756007
Lu_99_1,18.8623856220779,14.2426290345954,3.82764022773053
Yangtianxiaohuangdou,26.8025521910954,13.5845353961664,16.5127087807832
SS74185,52.9871332981551,23.6231948166313,15.3862798340694
95_5117,-27.7932923831557,23.8808756607253,-8.96294484623416
Zhonghuang_28,-27.8029860206031,-11.2663917199582,-0.767065946095711
Jidou_12_3l,19.6277742390123,-40.5304302207994,-2.92732231890338
Qihuang_30,21.9273943562017,25.3711056132031,10.417189350197
